participant_id,prolific_id,timestamp_iso,trial_index,block,trial_id,audio_file,audio_url,target_image,distractor_image,target_side,left_image,right_image,choice,choice_image,is_correct,reaction_time_ms,headphone_type,timestamp_iso.1,recognize,understand,meaning_match,msa_dialect,natural,dialect_best,dialect_second,understand_other,msa_instruction,msa_vowels,msa_reading,msa_listening,other_languages,percent_english,percent_arabic,percent_other,language_switching,family_preference,age,gender,country_of_residence,attention_audio,attention_response,attention_index,final_feedback,completion_code
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:35:32.719Z,,Survey,160.0,160_creaky.wav,,16.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:35:32.719Z,6.0,6.0,6.0,both,5.0,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:35:35.111Z,,Survey,112.0,112_non-creaky.wav,,139.png,,,,,,,,,linsoul zero 2,2026-01-28T07:35:35.111Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:35:40.501Z,,Survey,47.0,47_non-creaky.wav,,50.png,,,,,,,,,linsoul zero 2,2026-01-28T07:35:40.501Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:35:37.613Z,,Survey,89.0,89_non-creaky.wav,,98.png,,,,,,,,,Oraimo earbuds,2026-01-28T07:35:37.613Z,7.0,7.0,7.0,msa,2.0,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:35:38.685Z,,Survey,91.0,91_non-creaky.wav,,101.png,,,,,,,,,Oraimo free pods 3C,2026-01-28T07:35:38.685Z,3.0,3.0,7.0,msa,4.0,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:35:40.256Z,,Survey,237.0,237_creaky.wav,,104.png,,,,,,,,,Wired earbuds,2026-01-28T07:35:40.256Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:35:40.255Z,,Survey,38.0,38_non-creaky.wav,,40.png,,,,,,,,,Havit gamenote H2007U,2026-01-28T07:35:40.255Z,6.0,6.0,6.0,msa,5.0,,,,,,,,,,,,,,,,,,,,,
65f04e28869d1e36bcfe9bc2,65f04e28869d1e36bcfe9bc2,2026-01-28T07:35:39.717Z,,Survey,92.0,92_non-creaky.wav,,101.png,,,,,,,,,razer kraken,2026-01-28T07:35:39.717Z,1.0,,4.0,both,1.0,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:35:42.233Z,,Survey,139.0,139_non-creaky.wav,,177.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:35:42.233Z,6.0,6.0,6.0,both,6.0,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:35:46.041Z,,Survey,287.0,287_creaky.wav,,181.png,,,,,,,,,Oraimo free pods 3C,2026-01-28T07:35:46.041Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:35:48.076Z,,Survey,73.0,73_non-creaky.wav,,81.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:35:48.076Z,6.0,6.0,6.0,both,6.0,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:35:47.992Z,,Survey,123.0,123_non-creaky.wav,,152.png,,,,,,,,,Wired earbuds,2026-01-28T07:35:47.992Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:35:50.601Z,,Survey,173.0,173_creaky.wav,,28.png,,,,,,,,,Oraimo earbuds,2026-01-28T07:35:50.601Z,7.0,7.0,7.0,dialect,1.0,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:35:54.988Z,,Survey,227.0,227_creaky.wav,,83.png,,,,,,,,,linsoul zero 2,2026-01-28T07:35:54.988Z,7.0,7.0,7.0,dialect,1.0,,,,,,,,,,,,,,,,,,,,,
